batch,#,section,group,canonical_group,book_id,title,language,final_dates,decision_source,status
Batch5,284,E,አቡነ አረጋዊ,አቡነ አረጋዊ,GZ-MEL-073,መልክዐ አረጋዊ በግእዝ,ግእዝ,"ጥቅምት 14, ጥር 14 / Monthly Day 14",Sinksar Canonical Cycle,verified
Batch5,285,E,ቅዱስ ዞሲማስ,ቅዱስ ዞሲማስ,AM-GDL-025,ገድለ ቅዱስ ዞሲማስ በአማርኛ,አማርኛ,ሚያዝያ 9 / Monthly Day 9,Sinksar 100% Match,verified
Batch5,286,E,ቅዱስ ዞሲማስ,ቅዱስ ዞሲማስ,GZ-GDL-008,ገድለ ቅዱስ ዞሲማስ በግእዝ,ግእዝ,ሚያዝያ 9 / Monthly Day 9,Sinksar 100% Match,verified
Batch5,287,E,ወለተ ጴጥሮስ,እምነ ወለተ ጴጥሮስ,AM-GDL-020,ገድለ እምነ ወለተ ጴጥሮስ በአማርኛ,አማርኛ,ኅዳር 17 / Monthly Day 17,Sinksar 100% Match,verified
Batch5,288,E,ወለተ ጴጥሮስ,እምነ ወለተ ጴጥሮስ,GZ-GDL-003,ገድለ እምነ ወለተ ጴጥሮስ በግእዝ,ግእዝ,ኅዳር 17 / Monthly Day 17,Sinksar 100% Match,verified
Batch5,289,E,መቃርዮስ,ቅዱስ መቃርዮስ,AM-MEL-005,መልክዐ መቃርዮስ በአማርኛ,አማርኛ,"ጥር 8, መጋቢት 13, መጋቢት 27, ሐምሌ 14, ነሐሴ 19 / Monthly Day 27",Sinksar Canonical Cycle,verified
Batch5,290,E,መቃርዮስ,ቅዱስ መቃርዮስ,GZ-MEL-026,መልክዐ መቃርዮስ በግእዝ,ግእዝ,"ጥር 8, መጋቢት 13, መጋቢት 27, ሐምሌ 14, ነሐሴ 19 / Monthly Day 27",Sinksar Canonical Cycle,verified
Batch5,291,E,ሕማማተ መስቀል,ሕማማተ መስቀል,AM-MEL-004,መልክዐ ሕማማተ መስቀል በአማርኛ,አማርኛ,"Weekly: ረቡዕ, አርብ",Liturgical Fasting,verified
Batch5,292,E,ሕማማተ መስቀል,ሕማማተ መስቀል,GZ-MEL-024,መልክዐ ሕማማተ መስቀል በግእዝ,ግእዝ,"Weekly: ረቡዕ, አርብ",Liturgical Fasting,verified
Batch5,293,E,ሥላሴ,ቅድስት ሥላሴ,AM-MEL-010,መልክዐ ሥላሴ በአማርኛ,አማርኛ,"ሐምሌ 7 / Monthly Day 7 / Weekly: ሰኞ, ማክሰኞ, ረቡዕ, ሐሙስ, አርብ, ቅዳሜ, እሁድ / Daily: ሁልጊዜ",Sinksar Canonical Cycle,verified
Batch5,294,E,ሥላሴ,ቅድስት ሥላሴ,AM-SEY-002,ሰይፈ ሥላሴ በአማርኛ,አማርኛ,"Monthly Day 7 / Weekly: ሰኞ, ማክሰኞ, ረቡዕ, ሐሙስ, አርብ, ቅዳሜ, እሁድ / Daily: ሁልጊዜ",Sinksar Canonical Cycle,verified
Batch5,295,E,ሥላሴ,ቅድስት ሥላሴ,AM-ZNA-001,ዜና ሥላሴ በአማርኛ,አማርኛ,"Monthly Day 7 / Weekly: ሰኞ, ማክሰኞ, ረቡዕ, ሐሙስ, አርብ, ቅዳሜ, እሁድ / Daily: ሁልጊዜ",Sinksar Canonical Cycle,verified
Batch5,296,E,ሥላሴ,ቅድስት ሥላሴ,GZ-HIB-001,ኅብረ ሥላሴ በግእዝ,ግእዝ,Monthly Day 7,Sinksar Canonical Cycle,verified
Batch5,297,E,ሥላሴ,ቅድስት ሥላሴ,GZ-MEL-035,መልክዐ ሥላሴ በግእዝ,ግእዝ,"ሐምሌ 7 / Monthly Day 7 / Weekly: ሰኞ, ማክሰኞ, ረቡዕ, ሐሙስ, አርብ, ቅዳሜ, እሁድ / Daily: ሁልጊዜ",Sinksar Canonical Cycle,verified
Batch5,298,E,ሥላሴ,ቅድስት ሥላሴ,GZ-SEY-002,ሰይፈ ሥላሴ በግእዝ,ግእዝ,"Monthly Day 7 / Weekly: ሰኞ, ማክሰኞ, ረቡዕ, ሐሙስ, አርብ, ቅዳሜ, እሁድ / Daily: ሁልጊዜ",Sinksar Canonical Cycle,verified
Batch5,299,E,ሥላሴ,ቅድስት ሥላሴ,GZ-ZNA-004,ዜና ሥላሴ በግእዝ,ግእዝ,"Monthly Day 7 / Weekly: ሰኞ, ማክሰኞ, ረቡዕ, ሐሙስ, አርብ, ቅዳሜ, እሁድ / Daily: ሁልጊዜ",Sinksar Canonical Cycle,verified
Batch5,300,E,አቡነ ገሪማ,አቡነ ገሪማ,AM-GDL-017,ገድለ አቡነ ገሪማ በአማርኛ,አማርኛ,ሰኔ 17 / Monthly Day 17,Sinksar 100% Match,verified
Batch5,301,E,እጨጌ ዮሐንስ,እጨጌ ዮሐንስ,AM-GDL-027,ገድለ አቡነ እጨጌ ዮሐንስ ዘጸገሮ በአማርኛ,አማርኛ,ሐምሌ 29,Sinksar 100% Match,verified
Batch5,302,E,ሰማዕታት,ሰማዕታት,AM-GDL-010,ገድለ ሰማዕታት በአማርኛ,አማርኛ,"ኅዳር 4, የካቲት 12",Sinksar Canonical,verified
Batch5,303,E,መዓዛ ቅዳሴ,መዓዛ ቅዳሴ,AM-KID-001,መዓዛ ቅዳሴ በአማርኛ,አማርኛ,,Liturgical Commentary,verified
