eth_date,day_id,saint_name,saint_core,kind,status,books_on_correct_date,all_books_exist,mapped_dates_in_tselot
1-6,6,አባ ጽጌ ድንግል,ጽጌ ድንግል,monthly,WRONG_DATE,,AM-MEL-019:መልክዐ አቡነ ሐራ ድንግል በአማርኛ | GZ-MEL-021:መልክዐ ሐራ ድንግል በግእዝ,"1-11, 1-11, 2-11, 2-11, 3-11, 3-11, 4-11, 4-11, 5-11, 5-11"
1-6,6,ቅድስት አርሴማ ድንግል,አርሴማ ድንግል,monthly,CORRECT,GZ-MEL-042:መልክዐ ሰማዕት ቅድስት አርሴማ በግእዝ | AM-GDL-008:ገድለ ሰማዕት ቅድስት አርሴማ በአማርኛ | GZ-GDL-033:ገድለ ሰማዕት ቅድስት አርሴማ በግእዝ,AM-MEL-019:መልክዐ አቡነ ሐራ ድንግል በአማርኛ | GZ-MEL-021:መልክዐ ሐራ ድንግል በግእዝ | GZ-MEL-042:መልክዐ ሰማዕት ቅድስት አርሴማ በግእዝ | AM-GDL-008:ገድለ ሰማዕት ቅድስት አርሴማ በአማርኛ | GZ-GDL-033:ገድለ ሰማዕት ቅድስት አርሴማ በግእዝ,"1-6, 1-6, 1-6, 1-11, 1-11, 1-29, 1-29, 1-29, 2-6, 2-6"
1-7,7,እናታችን ቅድስት ኤልሳቤጥ,እናታችን ቅድስት ኤልሳቤጥ,annual,NO_BOOK,,,
1-7,7,ቅዱስ ዲዮስቆሮስ ሊቅ (የተዋሕዶ ሃይማኖት አባት),ዲዮስቆሮስ ሊቅ,annual,NO_BOOK,,,
1-7,7,ታላቁ ቅዱስ ሳዊርያኖስ,ታላቁ ቅዱስ ሳዊርያኖስ,annual,NO_BOOK,,,
1-7,7,ቅድስት ሐና (የእመ ብርሃን እናት-ልደቷ ነው),ሐና,annual,CORRECT,GZ-MEL-022:መልክዐ ሐና በግእዝ | AM-DRS-001:የቅዱስ ኢያቄምና- የቅድስት ሐና ድርሳን በአማርኛ | GZ-DRS-007:ድርሳን ዘቅዱስ ኢያቄም ወቅድስት ሐና በግእዝ,GZ-MEL-022:መልክዐ ሐና በግእዝ | AM-DRS-001:የቅዱስ ኢያቄምና- የቅድስት ሐና ድርሳን በአማርኛ | GZ-DRS-007:ድርሳን ዘቅዱስ ኢያቄም ወቅድስት ሐና በግእዝ,"1-1, 1-1, 1-1, 1-3, 1-3, 1-3, 1-7, 1-7, 1-7, 1-11"
1-7,7,ቅዱሳን አጋቶን ዼጥሮስ ዮሐንስ አሞንና እናታቸው ራፊቃ (ሰማዕታት),አጋቶን ዼጥሮስ ዮሐንስ አሞንና እናታቸው ራፊቃ,annual,NO_BOOK,,,
1-7,7,ሥሉስ ቅዱስ (አብ ወወልድ ወመንፈስ ቅዱስ),ሥሉስ ቅዱስ,monthly,WRONG_DATE,,AM-TEA-003:ተአምኆ ዘሥሉስ ቅዱስ መልክዕ በአማርኛ | AM-TEA-002:ተአምኆ ዘሥሉስ ቅዱስ በአማርኛ | GZ-MEL-034:መልክዐ ሥሉስ ቅዱስ በግእዝ | GZ-TEA-002:ተአምኆ ዘሥሉስ ቅዱስ በግእዝ | GZ-TEA-003:ተአምኆ ዘሥሉስ ቅዱስ በግእዝ ካልእ,"None-None, None-None, None-None, None-None, 5-7"
1-7,7,አባ ጊዮርጊስ ዘጋስጫ,ጊዮርጊስ ዘጋስጫ,monthly,CORRECT,GZ-MEL-123:መልክዐ አባ ጊዮርጊስ ዘጋሥጫ በግእዝ | AM-GDL-001:ገድለ ቅዱስ አባ ጊዮርጊስ ዘጋሥጫ በአማርኛ | GZ-GDL-007:ገድለ ቅዱስ አባ ጊዮርጊስ ዘጋሥጫ በግእዝ,AM-MEL-051:የቅዱስ ጊዮርጊስ መልክዕ በአማርኛ | AM-MEL-065:ጸሎተ መልክዐ ሥቃዩ ለቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ | AM-MEL-066:ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ | AM-MEL-067:ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት ካልዕ በአማርኛ | AM-SIB-001:ስብሐተ ፍቁር ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ | GZ-MEL-036:መልክዐ ሥቃዩ ለጊዮርጊስ በግእዝ | GZ-MEL-065:መልክዐ ቅዱስ ጊዮርጊስ በግእዝ | GZ-MEL-123:መልክዐ አባ ጊዮርጊስ ዘጋሥጫ በግእዝ | GZ-MEL-154:መልክዐ ጊዮርጊስ በግእዝ | GZ-MEL-155:መልክዐ ጊዮርጊስ ካልዕ ወሥቃዩ በግእዝ | AM-GDL-001:ገድለ ቅዱስ አባ ጊዮርጊስ ዘጋሥጫ በአማርኛ | GZ-GDL-007:ገድለ ቅዱስ አባ ጊዮርጊስ ዘጋሥጫ በግእዝ | GZ-GDL-014:ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በግእዝ | AM-GDL-018:ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በአማርኛ,"1-7, 1-7, 1-7, 1-23, 1-23, 1-23, 1-23, 1-23, 1-23, 1-23"
1-7,7,አባ ሲኖዳ (የባሕታውያን አለቃ),ሲኖዳ,monthly,NO_BOOK,,,
1-7,7,አባ ዳንኤል ዘገዳመ ሲሐት,ዳንኤል ዘገዳመ ሲሐት,monthly,WRONG_DATE,,GZ-MEL-114:መልክዐ አቡነ ዳንኤል በግእዝ | GZ-GDL-028:ገድለ አቡነ ዳንኤል በግእዝ,"3-6, 3-6"
1-7,7,አባ ባውላ ገዳማዊ,ባውላ ገዳማዊ,monthly,NO_BOOK,,,
1-7,7,ቅዱስ አትናቴዎስ ሐዋርያዊ,አትናቴዎስ ሐዋርያዊ,monthly,NO_BOOK,,,
1-7,7,ቅዱስ አግናጥዮስ (ለአንበሳ የተሰጠ),አግናጥዮስ,monthly,CORRECT,GZ-MEL-058:መልክዐ ቅዱስ አግናጥዮስ ምጥው ለአንበሳ በግእዝ,GZ-MEL-058:መልክዐ ቅዱስ አግናጥዮስ ምጥው ለአንበሳ በግእዝ,"1-7, 2-7, 2-26, 3-7, 4-7, 4-24, 5-7, 6-7, 7-7, 8-7"
1-8,8,ቅዱስ ሙሴ ሊቀ ነቢያት,ሙሴ ሊቀ ነቢያት,annual,WRONG_DATE,,AM-TSE-003:የነቢያት ጸሎት በአማርኛ | GZ-TSE-002:ጸሎተ ነቢያት በግእዝ | TI-MZM-002:መዝሙር መኃልይ ነቢያት ብትግርኛ,"None-None, None-None, None-None"
1-8,8,ቅዱስ ዘካርያስ ካህን (ጻድቅ ነቢይ),ዘካርያስ ካህን,annual,NO_BOOK,,,
1-8,8,ቅዱስ አሮን ካህን,አሮን ካህን,annual,WRONG_DATE,,GZ-MEL-128:መልክዐ አᎄነ አሮን መንክራዌ በግእዝ | GZ-GDL-024:ገድለ አቡነ አሮን መንክራዊ ግእዝ | AM-GDL-028:ገድለ አቡነ አሮን መንክራዊ በአማርኛ,"1-5, 1-5, 1-5, 2-5, 2-5, 2-5, 3-5, 3-5, 3-5, 4-5"
1-8,8,ቅዱስ ዲማድዮስ ሰማዕት,ዲማድዮስ,annual,NO_BOOK,,,
1-8,8,ቅዱስ ማትያስ ሐዋርያ (ከ፲፪ቱ ሐዋርያት),ማትያስ ሐዋርያ,monthly,WRONG_DATE,,AM-MEL-033:የሐዋርያው የቅዱስ ታዴዎስ መልክዕ በአማርኛ | AM-MEL-046:የቅዱስ እንድርያስ ሐዋርያ መልክዕ በአማርኛ | GZ-MEL-023:መልክዐ ሐዋርያት በግእዝ | GZ-MEL-137:መልክዐ እንድርያስ ሐዋርያ በግእዝ | GZ-GDL-017:ገድለ አቡነ ተክለ ሐዋርያት በግእዝ | GZ-GDL-032:መጽሐፈ ገድለ ቅዱሳን ሐዋርያት በግእዝ | AM-ZNA-003:ዜና ሐዋርያት በአማርኛ,"1-2, 1-4, 1-4, 2-2, 2-4, 2-4, 3-2, 3-4, 3-4, 3-27"
1-8,8,ኪሩቤል (አርባዕቱ እንስሳ),ኪሩቤል,monthly,NO_BOOK,,,
1-8,8,አባ ብሶይ (ቢሾይ),ብሶይ,monthly,NO_BOOK,,,
1-8,8,አቡነ ኪሮስ,ኪሮስ,monthly,CORRECT,GZ-GDL-016:ገድለ አቡነ ኪሮስ በግእዝ | AM-GDL-021:ገድለ አቡነ ኪሮስ በአማርኛ,GZ-GDL-016:ገድለ አቡነ ኪሮስ በግእዝ | AM-GDL-021:ገድለ አቡነ ኪሮስ በአማርኛ,"1-8, 1-8, 2-8, 2-8, 3-8, 3-8, 4-8, 4-8, 5-8, 5-8"
1-8,8,አባ ሳሙኤል ዘደብረ ቀልሞን,ሳሙኤል ዘደብረ ቀልሞን,monthly,WRONG_DATE,,AM-MEL-054:የአቡነ ሳሙኤል ዘዋልድባ መልክዕ በአማርኛ | AM-MEL-055:የአቡነ ሳሙኤል ዘዋልድባ ኹለተኛ መልክዕ በአማርኛ | GZ-MEL-084:መልክዐ አቡነ ሳሙኤል በግእዝ ሣልስ በግእዝ | GZ-MEL-085:መልክዐ አቡነ ሳሙኤል ዘዋልድባ በግእዝ | GZ-MEL-086:መልክዐ አቡነ ሳሙኤል ዘዋልድባ ካልዕ በግእዝ,"1-12, 1-12, 1-12, 1-12, 1-12, 2-12, 2-12, 2-12, 2-12, 2-12"
1-9,9,ቅዱስ ሚካኤል ሊቀ መላእክት,ሚካኤል ሊቀ መላእክት,annual,CORRECT,AM-MEL-006:መልክዐ ሚካኤል በአማርኛ | AM-MEL-041:የቅዱስ ሚካኤል 3ኛ መልክዕ በአማርኛ | GZ-MEL-004:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ሣልስ በግእዝ | GZ-MEL-005:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ካልዕ በግእዝ | GZ-MEL-165:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ካልዕ በግእ | GZ-DRS-008:ድርሳነ ሚካኤል በግእዝ | AM-DRS-009:ድርሳነ ሚካኤል በአማርኛ,AM-DIR-001:የሰባቱ ሊቃነ መላእክት ድርሳን በአማርኛ | AM-MEL-006:መልክዐ ሚካኤል በአማርኛ | AM-MEL-038:የቅዱሳን አእላፍ መላእክት 2ኛ መልክዕ በአማርኛ | AM-MEL-041:የቅዱስ ሚካኤል 3ኛ መልክዕ በአማርኛ | GZ-MEL-004:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ሣልስ በግእዝ | GZ-MEL-005:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ካልዕ በግእዝ | GZ-MEL-006:መልክዐ ሊቀ መላእክት ቅዱስ ሩፋኤል በግእዝ | GZ-MEL-007:መልክዐ ሊቀ መላእክት ቅዱስ ራጉኤል በግእዝ | GZ-MEL-008:መልክዐ ሊቀ መላእክት ቅዱስ ሱርያል በግእዝ | GZ-MEL-009:መልክዐ ሊቀ መላእክት ቅዱስ በግእዝ | GZ-MEL-010:መልክዐ ሊቀ መላእክት ቅዱስ አፍኒን በግእዝ | GZ-MEL-011:መልክዐ ሊቀ መላእክት ቅዱስ ዑራኤል በግእዝ | GZ-MEL-012:መልክዐ ሊቀ መላእክት ቅዱስ ዑራኤል ካልእ በግእዝ | GZ-MEL-013:መልክዐ ሊቀ መላእክት ቅዱስ ገብርኤል በግእዝ | GZ-MEL-014:መልክዐ ሊቀ መላእክት ቅዱስ ገብርኤል ካልዕ (ደቅስዮስ) በግእዝ | GZ-MEL-015:መልክዐ ሊቀ መላእክት ቅዱስ ፋኑኤል በግእዝ | GZ-MEL-083:መልክዐ አቡነ ሰይፈ ሚካኤል በግእዝ | GZ-MEL-121:መልክዐ አባ በጸሎተ ሚካኤል በግእዝ | GZ-MEL-125:መልክዐ አእላፍ መላእክት በግእዝ | GZ-MEL-126:መልክዐ አእላፍ መላእክት ካልእ በግእዝ | GZ-MEL-165:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ካልዕ በግእ | AM-GDL-011:ገድለ አቡነ በጸሎተ ሚካኤል በአማርኛ | GZ-GDL-015:ገድለ አቡነ በጸሎተ ሚካኤል በግእዝ | GZ-DRS-008:ድርሳነ ሚካኤል በግእዝ | AM-DRS-009:ድርሳነ ሚካኤል በአማርኛ | GZ-GDL-034:ገድለ አቡነ ፍሬ ሚካኤል በግእዝ,"1-1, 1-3, 1-9, 1-9, 1-9, 1-9, 1-9, 1-9, 1-9, 1-12"
1-9,9,ቅዱስ ቢሶራ ሰማዕት,ቢሶራ,annual,NO_BOOK,,,
1-9,9,ቅዱስ ያሳይ ንጉሥ,ያሳይ ንጉሥ,annual,WRONG_DATE,,GZ-ZNA-002:ዜናሁ ለንጉሥ ገላውዴዎስ በግእዝ | GZ-ZNA-003:ዜና ሕይወቱ ለንጉሥ ላልይበላ በግእዝ,7-27
1-9,9,ቅዱስ ፋሲለደስ ሰማዕት (ልደቱ),ፋሲለደስ ሰማዕት,annual,WRONG_DATE,,GZ-MEL-039:መልክዐ ሰማዕት ቅዱስ መርቆሬዎስ በግእዝ | GZ-MEL-040:መልክዐ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | GZ-MEL-041:መልክዐ ሰማዕት ቅዱስ ፋሲለደስ በግእዝ | GZ-MEL-042:መልክዐ ሰማዕት ቅድስት አርሴማ በግእዝ | GZ-MEL-043:መልክዐ ሰማዕት ቅድስት ኢየሉጣ በግእዝ | GZ-MEL-122:መልክዐ አባ ኖብ ሰማዕት በግእዝ | GZ-GDL-002:ገድለ ሰማዕት ቅዱስ መርቆሬዎስ በግእዝ | AM-GDL-008:ገድለ ሰማዕት ቅድስት አርሴማ በአማርኛ | GZ-GDL-014:ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በግእዝ | AM-GDL-015:ገድለ ሰማዕት ቅዱስ መርቆሬዎስ በአማርኛ | AM-GDL-018:ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በአማርኛ | GZ-GDL-031:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | GZ-GDL-033:ገድለ ሰማዕት ቅድስት አርሴማ በግእዝ | AM-GDL-030:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በአማርኛ,"1-6, 1-6, 1-6, 1-11, 1-12, 1-12, 1-12, 1-15, 1-18, 1-20"
1-9,9,"""፲፬,፯፴"" ሰማዕታት (የቅዱስ ፋሲለደስ ማሕበር)","""፲፬,፯፴"" ሰማዕታት",annual,WRONG_DATE,,AM-MEL-065:ጸሎተ መልክዐ ሥቃዩ ለቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ | AM-MEL-066:ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ | AM-MEL-067:ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት ካልዕ በአማርኛ | AM-SIB-001:ስብሐተ ፍቁር ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ | GZ-MEL-016:መልክዐ ሊቀ ሰማዕታት ቅዱስ እስጢፋኖስ በግእዝ | GZ-MEL-017:መልክዐ ሊቀ ሰማዕታት ቅዱስ እስጢፋኖስ ካልእ በግእዝ | AM-GDL-010:ገድለ ሰማዕታት በአማርኛ,"1-15, 1-15, 1-17, 1-17, 1-23, 1-23, 1-23, 1-23, 2-17, 2-17"
1-9,9,አባ በርሱማ ሶርያዊ (ለሶርያ መነኮሳት ኁሉ አባት),በርሱማ ሶርያዊ,monthly,NO_BOOK,,,
1-9,9,አቡነ እስትንፋሰ ክርስቶስ (ኢትዮዽያዊ),እስትንፋሰ ክርስቶስ,monthly,CORRECT,GZ-MEL-136:መልክዐ እስትንፋሰ ክርስቶስ በግእዝ | AM-GDL-014:የአቡነ እስትንፋሰ ክርስቶስ ገድል በአማርኛ,GZ-MEL-136:መልክዐ እስትንፋሰ ክርስቶስ በግእዝ | AM-GDL-014:የአቡነ እስትንፋሰ ክርስቶስ ገድል በአማርኛ,"1-9, 1-9, 2-9, 2-9, 3-9, 3-9, 4-9, 4-9, 5-9, 5-9"
1-9,9,"""፫፲፰ቱ"" ቅዱሳን ሊቃውንት (ርቱዐነ ሃይማኖት ዘኒቅያ)","""፫፲፰ቱ"" ቅዱሳን ሊቃውንት",monthly,NO_BOOK,,,
1-9,9,የብሔረ ብፁዐን ጻድቃን,የብሔረ ብፁዐን ጻድቃን,monthly,WRONG_DATE,,GZ-MEL-160:መልክዐ ጻድቃን ዘባርክናሃ በግእዝ,4-29
1-9,9,አባ መልከ ጼዴቅ ዘሚዳ (ኢትዮዽያዊ),መልከ ጼዴቅ ዘሚዳ,monthly,CORRECT,AM-MEL-068:የአቡነ መልከ ጼዴቅ መልክእ በአማርኛ | GZ-MEL-075:መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,AM-MEL-068:የአቡነ መልከ ጼዴቅ መልክእ በአማርኛ | GZ-MEL-002:መልከዐ ማርያም ዳግሚት በግእዝ | GZ-MEL-003:መልከዐ አቡነ ሊቃኖስ በግእዝ | GZ-MEL-075:መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,"1-9, 1-9, 1-21, 2-9, 2-9, 2-21, 3-9, 3-9, 3-21, 3-28"
1-9,9,ቅዱስ ዞሲማስ ጻድቅ (ዓለመ ብፁዐንን ያየ አባት),ዞሲማስ ጻድቅ,monthly,CORRECT,GZ-GDL-008:ገድለ ቅዱስ ዞሲማስ በግእዝ | AM-GDL-025:ገድለ ቅዱስ ዞሲማስ በአማርኛ,AM-MEL-003:መልክዐ ለአቡነ አቢብ ጻድቅ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-060:የአቡነ አባለ ክርስቶስ ጻድቅ መልክዕ በአማርኛ | GZ-GDL-008:ገድለ ቅዱስ ዞሲማስ በግእዝ | AM-GDL-025:ገድለ ቅዱስ ዞሲማስ በአማርኛ,"1-9, 1-9, 1-16, 1-25, 2-9, 2-9, 2-16, 2-25, 3-9, 3-9"
1-10,10,ቅድስት ድንግል እግዝእትነ ማርያም,ድንግል እግዝእትነ ማርያም,annual,WRONG_DATE,,AM-LAH-001:ላሐ ማርያም በአማርኛ | AM-MEL-008:መልክዐ ማርያም ሣልሲት በአማርኛ | AM-MEL-009:መልክዐ ማርያም በአማርኛ | AM-MEL-017:መልክዐ ቅድስት ጸበለ ማርያም በአማርኛ | AM-MEL-019:መልክዐ አቡነ ሐራ ድንግል በአማርኛ | AM-MEL-064:የጽዮን ማርያም 3ኛ መልክዕ በአማርኛ | AM-RAY-001:ራዕየ ማርያም በአማርኛ | AM-WUD-002:ውዳሴ ማርያም በአማርኛ | GZ-ETA-001:እትአመነኪ ማርያም በሰማይ ወበምድር በግእዝ | GZ-LAH-001:ላሐ ማርያም በግእዝ | GZ-MEL-002:መልከዐ ማርያም ዳግሚት በግእዝ | GZ-MEL-021:መልክዐ ሐራ ድንግል በግእዝ | GZ-MEL-031:መልክዐ ማርያም ሣልሲት በግእዝ | GZ-MEL-032:መልክዐ ማርያም በግእዝ | GZ-MEL-070:መልክዐ ተክለ ማርያም ዘይሰመይ መብዓ ጽዮን በግእዝ | GZ-MEL-099:መልክዐ አቡነ አብሳዲ ዘደብረ ማርያም በግእዝ | GZ-MEL-159:መልክዐ ጸበለ ማርያም ቅድስት በግእዝ | GZ-MEL-161:መልክዐ ጽዮን ማርያም ሣልስ በግእዝ | GZ-WUD-002:ውዳሴ ማርያም በግእዝ | TI-RAY-001:ራእየ ማርያም ብትግርኛ | TI-WUD-001:ውዳሴ ማርያም ብትግርኛ | AM-GDL-002:ገድለ ማርያም እንተ ዕፍረት በአማርኛ | GZ-TAM-001:ተአምረ ማርያም በግእዝ | AM-GDL-003:ገድለ ማርያም መግደላዊት በአማርኛ | GZ-MTS-001:መጽሐፈ ልደታ ለማርያም በግእዝ | AM-TAM-002:ተአምረ ማርያም በአማርኛ,"None-None, None-None, None-None, 1-1, 1-11, 1-11, 1-21, 1-21, 1-21, 1-21"
1-10,10,በዓለ ስዕለ አድኅኖ,በዓለ ስዕለ አድኅኖ,annual,NO_BOOK,,,
1-10,10,ቅዱስ እፀ መስቀል (ተቀጸል ጽጌ),እፀ መስቀል,annual,CORRECT,AM-MEL-012:መልክዐ ቅዱስ መስቀል በአማርኛ | AM-MEL-040:የቅዱስ መስቀል 3ኛ መልክዕ በአማርኛ | GZ-MEL-050:መልክዐ ቅዱስ መስቀል ሣልስ በግእዝ | GZ-MEL-051:መልክዐ ቅዱስ መስቀል በግእዝ | GZ-DRS-002:ድርሳነ መስቀል በግእዝ | AM-DRS-008:ድርሳነ መስቀል በአማርኛ,AM-MEL-004:መልክዐ ሕማማተ መስቀል በአማርኛ | AM-MEL-012:መልክዐ ቅዱስ መስቀል በአማርኛ | AM-MEL-040:የቅዱስ መስቀል 3ኛ መልክዕ በአማርኛ | AM-TSE-001:የመስቀል አጥር ጸሎት በአማርኛ | AM-WUD-001:ውዳሴ መስቀል በአማርኛ | GZ-HAT-001:ሐፁረ መስቀል በግእዝ | GZ-MEL-024:መልክዐ ሕማማተ መስቀል በግእዝ | GZ-MEL-050:መልክዐ ቅዱስ መስቀል ሣልስ በግእዝ | GZ-MEL-051:መልክዐ ቅዱስ መስቀል በግእዝ | GZ-WUD-001:ውዳሴ መስቀል በግእዝ | GZ-DRS-002:ድርሳነ መስቀል በግእዝ | AM-DRS-008:ድርሳነ መስቀል በአማርኛ,"None-None, None-None, None-None, None-None, None-None, None-None, 1-10, 1-10, 1-10, 1-10"
1-10,10,ቅዱስ ሉቃስ ወንጌላዊ,ሉቃስ ወንጌላዊ,annual,WRONG_DATE,,AM-MEL-016:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ | GZ-MEL-062:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ,"1-4, 1-4, 1-29, 1-29, 2-4, 2-4, 3-4, 3-4, 4-4, 4-4"
1-10,10,ቅድስት ማርታ ዘጼዴንያ,ማርታ ዘጼዴንያ,annual,NO_BOOK,,,
1-10,10,ቅድስት ዮዲት ጥበበኛዋ,ዮዲት ጥበበኛዋ,annual,NO_BOOK,,,
1-10,10,ንግስተ ሳባ / ማክዳ / አዜብ,ንግስተ ሳባ / ማክዳ / አዜብ,annual,NO_BOOK,,,
1-10,10,ቅድስት መጥሮንያ ሰማዕት,መጥሮንያ,annual,NO_BOOK,,,
1-10,10,አፄ ዳዊት ንጉሥ,አፄ ዳዊት ንጉሥ,annual,WRONG_DATE,,AM-MEL-049:የቅዱስ ዳዊት መልክዕ በአማርኛ | AM-MZM-001:መዝሙረ ዳዊት በአማርኛ | GZ-MEL-064:መልክዐ ቅዱስ ዳዊት በግእዝ | GZ-MZM-004:መዝሙረ ዳዊት በግእዝ | TI-MZM-001:መዝሙረ ዳዊት ብትግርኛ | GZ-ZNA-002:ዜናሁ ለንጉሥ ገላውዴዎስ በግእዝ | GZ-ZNA-003:ዜና ሕይወቱ ለንጉሥ ላልይበላ በግእዝ,"None-None, None-None, None-None, 1-23, 1-23, 2-23, 2-23, 3-23, 3-23, 4-23"
1-10,10,ቅድስት አትናስያና ፫ ልጆቿ,አትናስያና ፫ ልጆቿ,annual,NO_BOOK,,,
1-10,10,ቅዱስ ናትናኤል ሐዋርያ,ናትናኤል,monthly,NO_BOOK,,,
1-10,10,ቅዱስ ኒቆላዎስ ዘሃገረ ሜራ,ኒቆላዎስ ዘሃገረ ሜራ,monthly,NO_BOOK,,,
1-10,10,አቡነ መልክዐ ክርስቶስ,መልክዐ ክርስቶስ,monthly,WRONG_DATE,,GZ-MEL-143:መልክዐ ክርስቶስ ሠምራ በግእዝ,"1-24, 2-24, 3-24, 4-24, 5-24, 6-24, 7-24, 8-24, 9-12, 9-24"
1-10,10,ቅዱስ ያዕቆብ ሐዋርያ (ወልደ እልፍዮስ),ያዕቆብ ሐዋርያ,monthly,WRONG_DATE,,AM-MEL-022:መልክዐ አብርሃም ይሥሐቅ ያዕቆብ በአማርኛ | AM-MEL-033:የሐዋርያው የቅዱስ ታዴዎስ መልክዕ በአማርኛ | AM-MEL-046:የቅዱስ እንድርያስ ሐዋርያ መልክዕ በአማርኛ | GZ-MEL-023:መልክዐ ሐዋርያት በግእዝ | GZ-MEL-124:መልክዐ አብርሃም ይሥሐቅ ወያዕቆብ በግእዝ | GZ-MEL-137:መልክዐ እንድርያስ ሐዋርያ በግእዝ | GZ-GDL-017:ገድለ አቡነ ተክለ ሐዋርያት በግእዝ | GZ-GDL-032:መጽሐፈ ገድለ ቅዱሳን ሐዋርያት በግእዝ | AM-ZNA-003:ዜና ሐዋርያት በአማርኛ,"1-2, 1-4, 1-4, 1-28, 1-28, 2-2, 2-4, 2-4, 2-28, 2-28"
1-10,10,ቅድስት ዕሌኒ ንግስት,ዕሌኒ ንግስት,monthly,NO_BOOK,,,
1-10,10,ታላቁ ቅዱስ ቆስጠንጢኖስ,ታላቁ ቅዱስ ቆስጠንጢኖስ,monthly,NO_BOOK,,,
1-11,11,ቅዱስ ፋሲለደስ ሰማዕት,ፋሲለደስ,annual,CORRECT,GZ-MEL-041:መልክዐ ሰማዕት ቅዱስ ፋሲለደስ በግእዝ,GZ-MEL-041:መልክዐ ሰማዕት ቅዱስ ፋሲለደስ በግእዝ,"1-11, 2-11, 3-11, 4-11, 5-11, 6-11, 7-11, 8-11, 9-11, 10-11"
1-11,11,ቅድስት ታኦድራ እናታችን,ታኦድራ እናታችን,annual,NO_BOOK,,,
1-11,11,ቅዱስ ቆርኔሌዎስ ሐዋርያዊ (ሐዋ,ቆርኔሌዎስ ሐዋርያዊ (ሐዋ,annual,NO_BOOK,,,
1-11,11,፲ን ያንብቡ),፲ን ያንብቡ),annual,NO_BOOK,,,
1-11,11,ቅድስት በነፍዝዝ ሰማዕት,በነፍዝዝ,annual,NO_BOOK,,,
1-11,11,"""፫ቱ"" ገበሬዎች ሰማዕታት (ሱርስ፣ አጤኬዎስና ፣ መስተሐድራ)","""፫ቱ"" ገበሬዎች ሰማዕታት",annual,WRONG_DATE,,AM-MEL-065:ጸሎተ መልክዐ ሥቃዩ ለቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ | AM-MEL-066:ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ | AM-MEL-067:ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት ካልዕ በአማርኛ | AM-SIB-001:ስብሐተ ፍቁር ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ | GZ-MEL-016:መልክዐ ሊቀ ሰማዕታት ቅዱስ እስጢፋኖስ በግእዝ | GZ-MEL-017:መልክዐ ሊቀ ሰማዕታት ቅዱስ እስጢፋኖስ ካልእ በግእዝ | AM-GDL-010:ገድለ ሰማዕታት በአማርኛ,"1-15, 1-15, 1-17, 1-17, 1-23, 1-23, 1-23, 1-23, 2-17, 2-17"
