eth_date,day_id,saint_name,saint_core,kind,status,books_on_correct_date,all_books_exist,mapped_dates_in_tselot
6-7,157,አባ ሲኖዳ (የባሕታውያን አለቃ),ሲኖዳ,monthly,NO_BOOK,,,
6-7,157,አባ ዳንኤል ዘገዳመ ሲሐት,ዳንኤል ዘገዳመ ሲሐት,monthly,WRONG_DATE,,GZ-MEL-114:መልክዐ አቡነ ዳንኤል በግእዝ | GZ-GDL-028:ገድለ አቡነ ዳንኤል በግእዝ,"3-6, 3-6"
6-7,157,አባ ባውላ ገዳማዊ,ባውላ ገዳማዊ,monthly,NO_BOOK,,,
6-7,157,ቅዱስ አትናቴዎስ ሐዋርያዊ,አትናቴዎስ ሐዋርያዊ,monthly,NO_BOOK,,,
6-7,157,ቅዱስ አግናጥዮስ (ለአንበሳ የተሰጠ),አግናጥዮስ,monthly,CORRECT,GZ-MEL-058:መልክዐ ቅዱስ አግናጥዮስ ምጥው ለአንበሳ በግእዝ,GZ-MEL-058:መልክዐ ቅዱስ አግናጥዮስ ምጥው ለአንበሳ በግእዝ,"1-7, 2-7, 2-26, 3-7, 4-7, 4-24, 5-7, 6-7, 7-7, 8-7"
6-8,158,ቅዱስ ስምዖን አረጋዊ,ስምዖን አረጋዊ,annual,WRONG_DATE,,GZ-MEL-073:መልክዐ አረጋዊ በግእዝ | AM-GDL-016:ገድለ አቡነ አረጋዊ በአማርኛ,"1-14, 1-14, 2-14, 2-14, 3-14, 3-14, 4-14, 4-14, 5-14, 5-14"
6-8,158,ቅድስት ሐና ነቢይት (የፋኑኤል ልጅ),ሐና ነቢይት,annual,NO_BOOK,,,
6-8,158,ቅድስት ዓመተ ክርስቶስ እግዝእት,ዓመተ ክርስቶስ እግዝእት,annual,NO_BOOK,,,
6-8,158,አባ ኤልያስ ገዳማዊ (በትህትና ያጌጠ ቅዱስ ሰው),ኤልያስ ገዳማዊ,annual,WRONG_DATE,,AM-MEL-052:የነቢዩ የቅዱስ ኤልያስ 3ኛ መልክዕ በአማርኛ | GZ-MEL-059:መልክዐ ቅዱስ ኤልያስ ነቢይ ሣልስ በግእዝ | GZ-MEL-134:መልክዐ ኤልያስ በግእዝ | AM-DRS-005:ድርሳነ ኤልያስ ነቢይ በአማርኛ,"1-6, 1-6, 1-6, 1-6, 2-6, 2-6, 2-6, 2-6, 3-6, 3-6"
6-8,158,ቅዱስ ሙሴ ሊቀ ነቢያት,ሙሴ ሊቀ ነቢያት,monthly,WRONG_DATE,,AM-TSE-003:የነቢያት ጸሎት በአማርኛ | GZ-TSE-002:ጸሎተ ነቢያት በግእዝ | TI-MZM-002:መዝሙር መኃልይ ነቢያት ብትግርኛ,"None-None, None-None, None-None"
6-8,158,ቅዱስ ማትያስ ሐዋርያ,ማትያስ,monthly,NO_BOOK,,,
6-8,158,ኪሩቤል (አርባዕቱ እንስሳ),ኪሩቤል,monthly,NO_BOOK,,,
6-8,158,አባ ብሶይ (ቢሾይ),ብሶይ,monthly,NO_BOOK,,,
6-8,158,አቡነ ኪሮስ,ኪሮስ,monthly,CORRECT,GZ-GDL-016:ገድለ አቡነ ኪሮስ በግእዝ | AM-GDL-021:ገድለ አቡነ ኪሮስ በአማርኛ,GZ-GDL-016:ገድለ አቡነ ኪሮስ በግእዝ | AM-GDL-021:ገድለ አቡነ ኪሮስ በአማርኛ,"1-8, 1-8, 2-8, 2-8, 3-8, 3-8, 4-8, 4-8, 5-8, 5-8"
6-8,158,አባ ሳሙኤል ዘደብረ ቀልሞን,ሳሙኤል ዘደብረ ቀልሞን,monthly,WRONG_DATE,,AM-MEL-054:የአቡነ ሳሙኤል ዘዋልድባ መልክዕ በአማርኛ | AM-MEL-055:የአቡነ ሳሙኤል ዘዋልድባ ኹለተኛ መልክዕ በአማርኛ | GZ-MEL-084:መልክዐ አቡነ ሳሙኤል በግእዝ ሣልስ በግእዝ | GZ-MEL-085:መልክዐ አቡነ ሳሙኤል ዘዋልድባ በግእዝ | GZ-MEL-086:መልክዐ አቡነ ሳሙኤል ዘዋልድባ ካልዕ በግእዝ,"1-12, 1-12, 1-12, 1-12, 1-12, 2-12, 2-12, 2-12, 2-12, 2-12"
6-9,159,አባ በርሱማ ሶርያዊ (ለሶርያ መነኰሳት ሁሉ አባት),በርሱማ ሶርያዊ,annual,NO_BOOK,,,
6-9,159,አቡነ እስትንፋሰ ክርስቶስ (ኢትዮዽያዊ) የመነኰሱበት በዓል,እስትንፋሰ ክርስቶስ  የመነኰሱበት በዓል,annual,CORRECT,GZ-MEL-136:መልክዐ እስትንፋሰ ክርስቶስ በግእዝ | AM-GDL-014:የአቡነ እስትንፋሰ ክርስቶስ ገድል በአማርኛ,GZ-MEL-136:መልክዐ እስትንፋሰ ክርስቶስ በግእዝ | AM-GDL-014:የአቡነ እስትንፋሰ ክርስቶስ ገድል በአማርኛ,"1-9, 1-9, 2-9, 2-9, 3-9, 3-9, 4-9, 4-9, 5-9, 5-9"
6-9,159,ቅዱስ ጳውሎስ ሶርያዊ (ሰማዕት),ጳውሎስ ሶርያዊ,annual,WRONG_DATE,,GZ-MEL-158:መልክዐ ጴጥሮስ ወጳውሎስ በግእዝ,11-5
6-9,159,ቅዱስ ጴጥሮስ ሰማዕት,ጴጥሮስ,annual,CORRECT,GZ-TSE-007:ጸሎቱ ለጴጥሮስ በግእዝ,GZ-MEL-158:መልክዐ ጴጥሮስ ወጳውሎስ በግእዝ | GZ-TSE-007:ጸሎቱ ለጴጥሮስ በግእዝ | GZ-GDL-003:ገድለ እምነ ወለተ ጴጥሮስ በግእዝ | AM-GDL-020:ገድለ እምነ ወለተ ጴጥሮስ በአማርኛ,"1-5, 1-17, 1-17, 2-5, 2-17, 2-17, 3-5, 3-17, 3-17, 4-1"
6-9,159,"""፫፻፲፰ቱ"" ቅዱሳን ሊቃውንት (ርቱዐነ ሃይማኖት ዘኒቅያ)","""፫፻፲፰ቱ"" ቅዱሳን ሊቃውንት",monthly,NO_BOOK,,,
6-9,159,የብሔረ ብፁዐን ጻድቃን,የብሔረ ብፁዐን ጻድቃን,monthly,WRONG_DATE,,GZ-MEL-160:መልክዐ ጻድቃን ዘባርክናሃ በግእዝ,4-29
6-9,159,አባ መልከ ጼዴቅ ዘሚዳ (ኢትዮዽያዊ),መልከ ጼዴቅ ዘሚዳ,monthly,CORRECT,AM-MEL-068:የአቡነ መልከ ጼዴቅ መልክእ በአማርኛ | GZ-MEL-075:መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,AM-MEL-068:የአቡነ መልከ ጼዴቅ መልክእ በአማርኛ | GZ-MEL-002:መልከዐ ማርያም ዳግሚት በግእዝ | GZ-MEL-003:መልከዐ አቡነ ሊቃኖስ በግእዝ | GZ-MEL-075:መልክዐ አቡነ መልከ ጼዴቅ በግእዝ,"1-9, 1-9, 1-21, 2-9, 2-9, 2-21, 3-9, 3-9, 3-21, 3-28"
6-9,159,ቅዱስ ዞሲማስ ጻድቅ (ዓለመ ብፁዐንን ያየ አባት),ዞሲማስ ጻድቅ,monthly,CORRECT,GZ-GDL-008:ገድለ ቅዱስ ዞሲማስ በግእዝ | AM-GDL-025:ገድለ ቅዱስ ዞሲማስ በአማርኛ,AM-MEL-003:መልክዐ ለአቡነ አቢብ ጻድቅ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-060:የአቡነ አባለ ክርስቶስ ጻድቅ መልክዕ በአማርኛ | GZ-GDL-008:ገድለ ቅዱስ ዞሲማስ በግእዝ | AM-GDL-025:ገድለ ቅዱስ ዞሲማስ በአማርኛ,"1-9, 1-9, 1-16, 1-25, 2-9, 2-9, 2-16, 2-25, 3-9, 3-9"
6-10,160,ቅዱስ ያዕቆብ ሐዋርያ (ወልደ እልፍዮስ),ያዕቆብ ሐዋርያ,annual,WRONG_DATE,,AM-MEL-022:መልክዐ አብርሃም ይሥሐቅ ያዕቆብ በአማርኛ | AM-MEL-033:የሐዋርያው የቅዱስ ታዴዎስ መልክዕ በአማርኛ | AM-MEL-046:የቅዱስ እንድርያስ ሐዋርያ መልክዕ በአማርኛ | GZ-MEL-023:መልክዐ ሐዋርያት በግእዝ | GZ-MEL-124:መልክዐ አብርሃም ይሥሐቅ ወያዕቆብ በግእዝ | GZ-MEL-137:መልክዐ እንድርያስ ሐዋርያ በግእዝ | GZ-GDL-017:ገድለ አቡነ ተክለ ሐዋርያት በግእዝ | GZ-GDL-032:መጽሐፈ ገድለ ቅዱሳን ሐዋርያት በግእዝ | AM-ZNA-003:ዜና ሐዋርያት በአማርኛ,"1-2, 1-4, 1-4, 1-28, 1-28, 2-2, 2-4, 2-4, 2-28, 2-28"
6-10,160,ቅዱስ ዮስጦስ ሰማዕት,ዮስጦስ,annual,CORRECT,GZ-MEL-063:መልክዐ ቅዱስ ዮስጦስ በግእዝ | GZ-GDL-010:ገድለ ቅዱስ ዮስጦስ በግእዝ,GZ-MEL-063:መልክዐ ቅዱስ ዮስጦስ በግእዝ | GZ-GDL-010:ገድለ ቅዱስ ዮስጦስ በግእዝ,"6-10, 6-10, 11-17, 11-17"
6-10,160,አባ ኤስድሮስ ጻድቅ (ዘሃገረ ፈርማ),ኤስድሮስ ጻድቅ,annual,WRONG_DATE,,AM-MEL-003:መልክዐ ለአቡነ አቢብ ጻድቅ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-060:የአቡነ አባለ ክርስቶስ ጻድቅ መልክዕ በአማርኛ,"1-16, 1-25, 2-16, 2-25, 3-16, 3-25, 4-16, 4-19, 4-25, 5-16"
6-10,160,አባ ፌሎ ሰማዕት,ፌሎ,annual,NO_BOOK,,,
6-10,160,ቅዱስ ስምዖን,ስምዖን,annual,NO_BOOK,,,
6-10,160,ቅዱስ ኒቆላዎስ,ኒቆላዎስ,annual,NO_BOOK,,,
6-11,161,አባ አውሎግ አንበሳዊ,አውሎግ አንበሳዊ,annual,NO_BOOK,,,
6-11,161,አባ አውሎጊን ጻድቅ (የአባ አውሎግ መምሕር),አውሎጊን ጻድቅ,annual,WRONG_DATE,,AM-MEL-003:መልክዐ ለአቡነ አቢብ ጻድቅ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-060:የአቡነ አባለ ክርስቶስ ጻድቅ መልክዕ በአማርኛ,"1-16, 1-25, 2-16, 2-25, 3-16, 3-25, 4-16, 4-19, 4-25, 5-16"
6-11,161,አባ በትራ (የጻድቁ አባ ስልዋኖስ ደቀ መዝሙር),በትራ,annual,NO_BOOK,,,
6-11,161,አባ በላትያኖስ ሰማዕት (የሮም ሊቀ ዻዻሳት የነበረ),በላትያኖስ ሰማዕት,annual,CORRECT,GZ-MEL-041:መልክዐ ሰማዕት ቅዱስ ፋሲለደስ በግእዝ,GZ-MEL-039:መልክዐ ሰማዕት ቅዱስ መርቆሬዎስ በግእዝ | GZ-MEL-040:መልክዐ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | GZ-MEL-041:መልክዐ ሰማዕት ቅዱስ ፋሲለደስ በግእዝ | GZ-MEL-042:መልክዐ ሰማዕት ቅድስት አርሴማ በግእዝ | GZ-MEL-043:መልክዐ ሰማዕት ቅድስት ኢየሉጣ በግእዝ | GZ-MEL-122:መልክዐ አባ ኖብ ሰማዕት በግእዝ | GZ-GDL-002:ገድለ ሰማዕት ቅዱስ መርቆሬዎስ በግእዝ | AM-GDL-008:ገድለ ሰማዕት ቅድስት አርሴማ በአማርኛ | GZ-GDL-014:ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በግእዝ | AM-GDL-015:ገድለ ሰማዕት ቅዱስ መርቆሬዎስ በአማርኛ | AM-GDL-018:ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በአማርኛ | GZ-GDL-031:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | GZ-GDL-033:ገድለ ሰማዕት ቅድስት አርሴማ በግእዝ | AM-GDL-030:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በአማርኛ,"1-6, 1-6, 1-6, 1-11, 1-12, 1-12, 1-12, 1-15, 1-18, 1-20"
6-11,161,አባ አብርሃም ኤዺስ ቆዾስ,አብርሃም ኤዺስ ቆዾስ,annual,WRONG_DATE,,AM-MEL-022:መልክዐ አብርሃም ይሥሐቅ ያዕቆብ በአማርኛ | AM-MEL-063:የአባታችን አብርሃም መልክዕ በአማርኛ | GZ-MEL-098:መልክዐ አቡነ አብርሃም በግእዝ | GZ-MEL-124:መልክዐ አብርሃም ይሥሐቅ ወያዕቆብ በግእዝ | GZ-GDL-013:ገድለ ዘርዐ አብርሃም በግእዝ,"1-28, 1-28, 2-28, 2-28, 3-28, 3-28, 4-24, 4-28, 4-28, 5-28"
6-11,161,አባ መቃቢስ,መቃቢስ,annual,NO_BOOK,,,
6-11,161,አባ ኮንቲ,ኮንቲ,annual,NO_BOOK,,,
6-11,161,ቅዱስ ያሬድ ካህን,ያሬድ ካህን,monthly,CORRECT,GZ-MEL-146:መልክዐ ያሬድ በግእዝ | GZ-MEL-147:መልክዐ ያሬድ ካልዕ በግእዝ | GZ-GDL-021:ድርሳን ወገድል ዘቅዱስ ያሬድ በግእዝ,GZ-MEL-146:መልክዐ ያሬድ በግእዝ | GZ-MEL-147:መልክዐ ያሬድ ካልዕ በግእዝ | GZ-GDL-021:ድርሳን ወገድል ዘቅዱስ ያሬድ በግእዝ,"1-11, 1-11, 1-11, 2-11, 2-11, 2-11, 3-11, 3-11, 3-11, 4-11"
6-11,161,ቅዱስ ገላውዴዎስ ሰማዕት,ገላውዴዎስ,monthly,WRONG_DATE,,GZ-ZNA-002:ዜናሁ ለንጉሥ ገላውዴዎስ በግእዝ,7-27
6-11,161,ቅዱስ ፋሲለደስ ሰማዕት,ፋሲለደስ,monthly,CORRECT,GZ-MEL-041:መልክዐ ሰማዕት ቅዱስ ፋሲለደስ በግእዝ,GZ-MEL-041:መልክዐ ሰማዕት ቅዱስ ፋሲለደስ በግእዝ,"1-11, 2-11, 3-11, 4-11, 5-11, 6-11, 7-11, 8-11, 9-11, 10-11"
6-11,161,ብፁዐን ኢያቄም እና ሐና,ብፁዐን ኢያቄም እና ሐና,monthly,CORRECT,GZ-MEL-133:መልክዐ ኢያቄም በግእዝ | AM-DRS-001:የቅዱስ ኢያቄምና- የቅድስት ሐና ድርሳን በአማርኛ | GZ-DRS-007:ድርሳን ዘቅዱስ ኢያቄም ወቅድስት ሐና በግእዝ,GZ-MEL-133:መልክዐ ኢያቄም በግእዝ | AM-DRS-001:የቅዱስ ኢያቄምና- የቅድስት ሐና ድርሳን በአማርኛ | GZ-DRS-007:ድርሳን ዘቅዱስ ኢያቄም ወቅድስት ሐና በግእዝ,"1-1, 1-1, 1-1, 1-3, 1-3, 1-3, 1-7, 1-7, 1-7, 1-11"
6-11,161,አቡነ ሐራ ድንግል ጻድቅ,ሐራ ድንግል,monthly,CORRECT,AM-MEL-019:መልክዐ አቡነ ሐራ ድንግል በአማርኛ | GZ-MEL-021:መልክዐ ሐራ ድንግል በግእዝ,AM-MEL-019:መልክዐ አቡነ ሐራ ድንግል በአማርኛ | GZ-MEL-021:መልክዐ ሐራ ድንግል በግእዝ,"1-11, 1-11, 2-11, 2-11, 3-11, 3-11, 4-11, 4-11, 5-11, 5-11"
6-12,162,"""30,000 ሰማዕታተ ኢትዮዽያ (ሮማዊው ፋሽስት የገደላቸው)","""30,000 ሰማዕታተ ኢትዮዽያ",annual,NO_BOOK,,,
6-12,162,ቅዱስ ሶምሶን ረዓይታዊ (የእስራኤል መስፍን),ሶምሶን ረዓይታዊ,annual,NO_BOOK,,,
6-12,162,ቅዱስ አባ ገላስዮስ ገዳማዊ,ገላስዮስ ገዳማዊ,annual,NO_BOOK,,,
6-12,162,ቅድስት ዶርቃስ,ዶርቃስ,annual,NO_BOOK,,,
6-12,162,ቅዱስ ሚካኤል ሊቀ መላዕክት,ሚካኤል ሊቀ መላዕክት,monthly,CORRECT,AM-MEL-006:መልክዐ ሚካኤል በአማርኛ | AM-MEL-041:የቅዱስ ሚካኤል 3ኛ መልክዕ በአማርኛ | GZ-MEL-004:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ሣልስ በግእዝ | GZ-MEL-005:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ካልዕ በግእዝ | GZ-MEL-165:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ካልዕ በግእ | GZ-DRS-008:ድርሳነ ሚካኤል በግእዝ | AM-DRS-009:ድርሳነ ሚካኤል በአማርኛ,AM-MEL-006:መልክዐ ሚካኤል በአማርኛ | AM-MEL-041:የቅዱስ ሚካኤል 3ኛ መልክዕ በአማርኛ | GZ-MEL-004:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ሣልስ በግእዝ | GZ-MEL-005:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ካልዕ በግእዝ | GZ-MEL-083:መልክዐ አቡነ ሰይፈ ሚካኤል በግእዝ | GZ-MEL-121:መልክዐ አባ በጸሎተ ሚካኤል በግእዝ | GZ-MEL-165:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ካልዕ በግእ | AM-GDL-011:ገድለ አቡነ በጸሎተ ሚካኤል በአማርኛ | GZ-GDL-015:ገድለ አቡነ በጸሎተ ሚካኤል በግእዝ | GZ-DRS-008:ድርሳነ ሚካኤል በግእዝ | AM-DRS-009:ድርሳነ ሚካኤል በአማርኛ | GZ-GDL-034:ገድለ አቡነ ፍሬ ሚካኤል በግእዝ,"1-9, 1-9, 1-9, 1-9, 1-9, 1-9, 1-9, 1-12, 1-12, 1-12"
6-12,162,ቅዱስ ማቴዎስ ሐዋርያ,ማቴዎስ,monthly,WRONG_DATE,,GZ-MEL-080:መልክዐ አቡነ ማቴዎስ ዘደብረ በርበሬ በግእዝ | GZ-MEL-081:መልክዐ አቡነ ማቴዎስ ዘደብረ በርበሬ በግእዝ ካልእ,"3-13, 5-14"
6-12,162,ቅዱስ ድሜጥሮስ,ድሜጥሮስ,monthly,NO_BOOK,,,
6-12,162,ቅዱስ ዮሐንስ አፈ ወርቅ,ዮሐንስ አፈ ወርቅ,monthly,WRONG_DATE,,AM-MEL-016:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ | AM-MEL-020:መልክዐ አቡነ ዕጨጌ ዮሐንስ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-047:የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ | AM-MEL-048:የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ | GZ-MEL-060:መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ | GZ-MEL-061:መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ | GZ-MEL-062:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ | GZ-MEL-104:መልክዐ አቡነ ዕጨጌ ዮሐንስ በግእዝ | GZ-MEL-109:መልክዐ አቡነ ዮሐንስ ከማ በግእዝ | GZ-MEL-110:መልክዐ አቡነ ዮሐንስ ዘድብረ ዳጋ በግእዝ | GZ-MEL-149:መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ | GZ-MEL-150:መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ | AM-GDL-013:የቅዱስ ዮሐንስ ገድል በአማርኛ | GZ-GDL-018:ገድለ አቡነ ዮሐንስ በግእዝ | AM-GDL-027:ገድለ አቡነ እጨጌ ዮሐንስ ዘጸገሮ በአማርኛ,"1-1, 1-1, 1-2, 1-2, 1-4, 1-4, 1-4, 1-4, 1-4, 1-4"
6-12,162,ቅዱስ ቴዎድሮስ ምሥራቃዊ (ሰማዕት),ቴዎድሮስ ምሥራቃዊ,monthly,CORRECT,GZ-MEL-040:መልክዐ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | GZ-GDL-030:ገድለ ቅዱስ ቴዎድሮስ በግእዝ | GZ-GDL-031:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | AM-GDL-030:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በአማርኛ,GZ-MEL-040:መልክዐ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | GZ-GDL-030:ገድለ ቅዱስ ቴዎድሮስ በግእዝ | GZ-GDL-031:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | AM-GDL-030:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በአማርኛ,"1-12, 1-12, 1-12, 1-12, 1-20, 1-20, 1-20, 1-20, 2-12, 2-12"
6-12,162,ቅድስት ክርስቶስ ሠምራ,ክርስቶስ ሠምራ,monthly,WRONG_DATE,,GZ-MEL-143:መልክዐ ክርስቶስ ሠምራ በግእዝ | AM-GDL-005:ገድለ ቅድስት ክርስቶስ ሠምራ በአማርኛ | GZ-GDL-019:ገድለ ቅድስት ክርስቶስ ሠምራ በግእዝ,"1-24, 1-24, 1-24, 2-24, 2-24, 2-24, 3-24, 3-24, 3-24, 4-24"
6-12,162,አቡነ ሳሙኤል ዘዋልድባ,ሳሙኤል ዘዋልድባ,monthly,CORRECT,AM-MEL-054:የአቡነ ሳሙኤል ዘዋልድባ መልክዕ በአማርኛ | AM-MEL-055:የአቡነ ሳሙኤል ዘዋልድባ ኹለተኛ መልክዕ በአማርኛ | GZ-MEL-085:መልክዐ አቡነ ሳሙኤል ዘዋልድባ በግእዝ | GZ-MEL-086:መልክዐ አቡነ ሳሙኤል ዘዋልድባ ካልዕ በግእዝ,AM-MEL-054:የአቡነ ሳሙኤል ዘዋልድባ መልክዕ በአማርኛ | AM-MEL-055:የአቡነ ሳሙኤል ዘዋልድባ ኹለተኛ መልክዕ በአማርኛ | GZ-MEL-085:መልክዐ አቡነ ሳሙኤል ዘዋልድባ በግእዝ | GZ-MEL-086:መልክዐ አቡነ ሳሙኤል ዘዋልድባ ካልዕ በግእዝ,"1-12, 1-12, 1-12, 1-12, 2-12, 2-12, 2-12, 2-12, 3-12, 3-12"
6-12,162,ቅዱስ ላሊበላ ጻድቅ,ላሊበላ,monthly,CORRECT,GZ-MEL-019:መልክዐ ላሊበላ በግዕዝ,GZ-MEL-019:መልክዐ ላሊበላ በግዕዝ,"1-12, 2-12, 3-12, 4-12, 4-29, 5-12, 6-12, 7-12, 7-29, 8-12"
6-13,163,ቅዱስ አውሳብዮስ ጻድቅ (ጥዑመ ዜና),አውሳብዮስ ጻድቅ,annual,WRONG_DATE,,AM-MEL-003:መልክዐ ለአቡነ አቢብ ጻድቅ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-060:የአቡነ አባለ ክርስቶስ ጻድቅ መልክዕ በአማርኛ,"1-16, 1-25, 2-16, 2-25, 3-16, 3-25, 4-16, 4-19, 4-25, 5-16"
6-13,163,ቅዱስ ፊቅጦር ሰማዕት (ልደቱ),ፊቅጦር ሰማዕት,annual,CORRECT,GZ-MEL-162:መልክዐ ፊቅጦር በግእዝ | GZ-GDL-027:ገድለ ቅዱስ ፊቅጦር በግእዝ | AM-GDL-029:ገድለ ቅዱስ ፊቅጦር በአማርኛ,GZ-MEL-039:መልክዐ ሰማዕት ቅዱስ መርቆሬዎስ በግእዝ | GZ-MEL-040:መልክዐ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | GZ-MEL-041:መልክዐ ሰማዕት ቅዱስ ፋሲለደስ በግእዝ | GZ-MEL-042:መልክዐ ሰማዕት ቅድስት አርሴማ በግእዝ | GZ-MEL-043:መልክዐ ሰማዕት ቅድስት ኢየሉጣ በግእዝ | GZ-MEL-122:መልክዐ አባ ኖብ ሰማዕት በግእዝ | GZ-MEL-162:መልክዐ ፊቅጦር በግእዝ | GZ-GDL-002:ገድለ ሰማዕት ቅዱስ መርቆሬዎስ በግእዝ | AM-GDL-008:ገድለ ሰማዕት ቅድስት አርሴማ በአማርኛ | GZ-GDL-014:ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በግእዝ | AM-GDL-015:ገድለ ሰማዕት ቅዱስ መርቆሬዎስ በአማርኛ | AM-GDL-018:ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በአማርኛ | GZ-GDL-027:ገድለ ቅዱስ ፊቅጦር በግእዝ | GZ-GDL-031:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | GZ-GDL-033:ገድለ ሰማዕት ቅድስት አርሴማ በግእዝ | AM-GDL-029:ገድለ ቅዱስ ፊቅጦር በአማርኛ | AM-GDL-030:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በአማርኛ,"1-6, 1-6, 1-6, 1-11, 1-12, 1-12, 1-12, 1-15, 1-18, 1-20"
6-13,163,ቅዱስ ሰርግዮስ ሰማዕት,ሰርግዮስ,annual,NO_BOOK,,,
6-13,163,ቅዱስ መፁን ቀሲስ,መፁን ቀሲስ,annual,NO_BOOK,,,
6-13,163,ቅዱስ ቴዎድሮስ ሰማዕት (የቅ/ፋሲለደስ ልጅ),ቴዎድሮስ ሰማዕት,annual,WRONG_DATE,,GZ-MEL-039:መልክዐ ሰማዕት ቅዱስ መርቆሬዎስ በግእዝ | GZ-MEL-040:መልክዐ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | GZ-MEL-041:መልክዐ ሰማዕት ቅዱስ ፋሲለደስ በግእዝ | GZ-MEL-042:መልክዐ ሰማዕት ቅድስት አርሴማ በግእዝ | GZ-MEL-043:መልክዐ ሰማዕት ቅድስት ኢየሉጣ በግእዝ | GZ-MEL-122:መልክዐ አባ ኖብ ሰማዕት በግእዝ | GZ-GDL-002:ገድለ ሰማዕት ቅዱስ መርቆሬዎስ በግእዝ | AM-GDL-008:ገድለ ሰማዕት ቅድስት አርሴማ በአማርኛ | GZ-GDL-014:ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በግእዝ | AM-GDL-015:ገድለ ሰማዕት ቅዱስ መርቆሬዎስ በአማርኛ | AM-GDL-018:ገድለ ቅዱስ ጊዮርጊስ ሰማዕት በአማርኛ | GZ-GDL-030:ገድለ ቅዱስ ቴዎድሮስ በግእዝ | GZ-GDL-031:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | GZ-GDL-033:ገድለ ሰማዕት ቅድስት አርሴማ በግእዝ | AM-GDL-030:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በአማርኛ,"1-6, 1-6, 1-6, 1-11, 1-12, 1-12, 1-12, 1-12, 1-15, 1-18"
6-13,163,አባ ጢሞቴዎስ ሊቀ ዻዻሳት,ጢሞቴዎስ ሊቀ ዻዻሳት,annual,NO_BOOK,,,
6-13,163,አባ ክፍላ,ክፍላ,annual,NO_BOOK,,,
6-13,163,አባ ኅብስ,ኅብስ,annual,NO_BOOK,,,
6-13,163,እግዚአብሔር አብ,እግዚአብሔር አብ,monthly,CORRECT,GZ-MEL-139:መልክዐ እግዚአብሔር አብ በግእዝ | GZ-MEL-140:መልክዐ እግዚአብሔር አብ ካልዕ በግእዝ,GZ-MEL-139:መልክዐ እግዚአብሔር አብ በግእዝ | GZ-MEL-140:መልክዐ እግዚአብሔር አብ ካልዕ በግእዝ,"1-13, 1-13, 2-13, 2-13, 3-13, 3-13, 4-13, 4-13, 5-13, 5-13"
