book_id,title,saint_core,sinksar_correct_dates,tselot_current_dates,missing_dates_to_add,extra_dates_to_remove,status
AM-MEL-054,የአቡነ ሳሙኤል ዘዋልድባ መልክዕ በአማርኛ,ሳሙኤል ዘዋልድባ,"[(1, 12), (2, 12), (3, 12), (4, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]",[],"[(5, 12)]",MISMATCH
AM-MEL-055,የአቡነ ሳሙኤል ዘዋልድባ ኹለተኛ መልክዕ በአማርኛ,ሳሙኤል ዘዋልድባ,"[(1, 12), (2, 12), (3, 12), (4, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]",[],"[(5, 12)]",MISMATCH
AM-MEL-057,የአቡነ ተክለ ሃይማኖት 2ኛ መልክዕ በአማርኛ,ተክለ ሃይማኖት,"[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 22), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]",[],"[(8, 22), (9, 12)]",MISMATCH
AM-MEL-058,የአቡነ ተክለ ሃይማኖት መልክዕ በአማርኛ,ተክለ ሃይማኖት,"[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 22), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]",[],"[(8, 22), (9, 12)]",MISMATCH
AM-MEL-059,የአቡነ አቢብ መልክዕ በአማርኛ,አቢብ,"[(1, 25), (2, 25), (3, 25), (4, 25), (5, 25), (7, 25), (8, 15), (9, 25), (11, 25), (12, 25)]","[(1, 25), (2, 25), (3, 25), (4, 25), (5, 25), (6, 25), (7, 25), (8, 15), (8, 25), (9, 25), (10, 25), (11, 25), (12, 25)]",[],"[(6, 25), (8, 25), (10, 25)]",MISMATCH
AM-MEL-061,የአቡነ ዘርዐ ቡሩክ መልክዕ በአማርኛ,ዘርዐ ቡሩክ,"[(1, 13), (2, 13), (3, 13), (6, 13), (7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13)]","[(1, 13), (2, 13), (3, 13), (4, 13), (5, 13), (6, 13), (7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13)]",[],"[(4, 13), (5, 13)]",MISMATCH
AM-MEL-062,የአቡነ ዜና ማርቆስ መልክዕ በአማርኛ,ዜና ማርቆስ,"[(1, 3), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]","[(1, 3), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]",[],[],CORRECT
AM-MEL-063,የአባታችን አብርሃም መልክዕ በአማርኛ,አብርሃም,"[(12, 28)]","[(11, 7), (12, 28)]",[],"[(11, 7)]",MISMATCH
AM-MEL-065,ጸሎተ መልክዐ ሥቃዩ ለቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ,ጊዮርጊስ ሊቀ ሰማዕታት,"[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",[],"[(5, 18)]",MISMATCH
AM-MEL-066,ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ,ጊዮርጊስ ሊቀ ሰማዕታት,"[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",[],"[(5, 18)]",MISMATCH
AM-MEL-067,ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት ካልዕ በአማርኛ,ጊዮርጊስ ሊቀ ሰማዕታት,"[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",[],"[(5, 18)]",MISMATCH
AM-SIB-001,ስብሐተ ፍቁር ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት በአማርኛ,ጊዮርጊስ ሊቀ ሰማዕታት,"[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]",[],"[(5, 18)]",MISMATCH
GZ-MEL-015,መልክዐ ሊቀ መላእክት ቅዱስ ፋኑኤል በግእዝ,ፋኑኤል,"[(6, 3)]","[(1, 3), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]",[],"[(1, 3), (2, 3), (3, 3), (4, 3), (5, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]",MISMATCH
GZ-MEL-016,መልክዐ ሊቀ ሰማዕታት ቅዱስ እስጢፋኖስ በግእዝ,እስጢፋኖስ,"[(5, 17)]","[(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (5, 17), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]",[],"[(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]",MISMATCH
GZ-MEL-017,መልክዐ ሊቀ ሰማዕታት ቅዱስ እስጢፋኖስ ካልእ በግእዝ,እስጢፋኖስ,"[(5, 17)]","[(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (5, 17), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]",[],"[(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]",MISMATCH
GZ-MEL-021,መልክዐ ሐራ ድንግል በግእዝ,ሐራ ድንግል,"[(1, 11), (2, 11), (3, 11), (4, 11), (5, 11), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11)]","[(1, 11), (2, 11), (3, 11), (4, 11), (5, 11), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11)]",[],[],CORRECT
GZ-MEL-022,መልክዐ ሐና በግእዝ,ሐና,"[(1, 7), (12, 1)]","[(1, 1), (1, 3), (1, 7), (1, 11), (1, 12), (2, 1), (2, 3), (2, 11), (3, 1), (3, 3), (3, 11), (4, 1), (4, 3), (4, 11), (4, 13), (5, 1), (5, 3), (5, 11), (6, 1), (6, 3), (6, 11), (7, 1), (7, 3), (7, 11), (8, 1), (8, 3), (8, 7), (8, 11), (9, 1), (9, 3), (9, 11), (10, 1), (10, 3), (10, 11), (11, 1), (11, 3), (11, 11), (12, 1), (12, 3), (12, 7), (12, 11)]",[],"[(1, 1), (1, 3), (1, 11), (1, 12), (2, 1), (2, 3), (2, 11), (3, 1), (3, 3), (3, 11), (4, 1), (4, 3), (4, 11), (4, 13), (5, 1), (5, 3), (5, 11), (6, 1), (6, 3), (6, 11), (7, 1), (7, 3), (7, 11), (8, 1), (8, 3), (8, 7), (8, 11), (9, 1), (9, 3), (9, 11), (10, 1), (10, 3), (10, 11), (11, 1), (11, 3), (11, 11), (12, 3), (12, 7), (12, 11)]",MISMATCH
GZ-MEL-028,መልክዐ መድኃኔ ዓለም በግእዝ,መድኃኔ ዓለም,"[(12, 27)]","[(1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)]",[],"[(1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27)]",MISMATCH
GZ-MEL-041,መልክዐ ሰማዕት ቅዱስ ፋሲለደስ በግእዝ,ፋሲለደስ,"[(1, 11), (2, 11), (3, 11), (4, 11), (5, 11), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11)]","[(1, 11), (2, 11), (3, 11), (4, 11), (5, 11), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11)]",[],[],CORRECT
GZ-MEL-047,መልክዐ ቅዱሳን ሠለስቱ ደቂቅ በግእዝ,ሠለስቱ ደቂቅ,"[(4, 2)]","[(4, 2), (4, 19), (9, 10)]",[],"[(4, 19), (9, 10)]",MISMATCH
GZ-MEL-054,መልክዐ ቅዱስ ቂርቆስ በግእዝ,ቂርቆስ,"[(4, 15)]","[(1, 15), (2, 15), (3, 15), (4, 15), (5, 15), (6, 15), (7, 15), (8, 15), (9, 15), (10, 15), (11, 15), (11, 19), (12, 15)]",[],"[(1, 15), (2, 15), (3, 15), (5, 15), (6, 15), (7, 15), (8, 15), (9, 15), (10, 15), (11, 15), (11, 19), (12, 15)]",MISMATCH
GZ-MEL-055,መልክዐ ቅዱስ ታዴዎስ በግእዝ,ታዴዎስ,"[(5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2)]","[(1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 29), (12, 2)]",[],"[(1, 2), (2, 2), (3, 2), (4, 2), (11, 2), (11, 29), (12, 2)]",MISMATCH
GZ-MEL-058,መልክዐ ቅዱስ አግናጥዮስ ምጥው ለአንበሳ በግእዝ,አግናጥዮስ,"[(1, 7), (2, 7), (2, 26), (3, 7), (4, 7), (4, 24), (5, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)]","[(1, 7), (2, 7), (2, 26), (3, 7), (4, 7), (4, 24), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 1), (11, 7), (12, 7)]",[],"[(9, 7), (11, 1), (11, 7)]",MISMATCH
GZ-MEL-062,መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ,ዮሐንስ ወንጌላዊ,"[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (9, 16), (11, 27)]","[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)]",[],"[(6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4)]",MISMATCH
GZ-MEL-063,መልክዐ ቅዱስ ዮስጦስ በግእዝ,ዮስጦስ,"[(6, 10)]","[(6, 10), (11, 17)]",[],"[(11, 17)]",MISMATCH
GZ-MEL-066,መልክዐ ቅድስት ፍቅርተ ክርስቶስ በግእዝ,ፍቅርተ ክርስቶስ,"[(7, 29)]","[(1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29)]",[],"[(1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (8, 29), (9, 29), (10, 29), (11, 29), (12, 29)]",MISMATCH
GZ-MEL-068,መልክዐ ተክለ ሃይማኖት በግእዝ,ተክለ ሃይማኖት,"[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 22), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]",[],"[(8, 22), (9, 12)]",MISMATCH
GZ-MEL-069,መልክዐ ተክለ ሃይማኖት ካልእ በግእዝ,ተክለ ሃይማኖት,"[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 22), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]",[],"[(8, 22), (9, 12)]",MISMATCH
GZ-MEL-072,መልክዐ አማኑኤል በግእዝ,አማኑኤል,"[(7, 28)]","[(1, 28), (2, 28), (3, 28), (4, 28), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28)]",[],"[(1, 28), (2, 28), (3, 28), (4, 28), (5, 28), (6, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28)]",MISMATCH
GZ-MEL-073,መልክዐ አረጋዊ በግእዝ,አረጋዊ,"[(1, 14), (2, 14), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (8, 14), (9, 14), (10, 14), (11, 14), (12, 14)]","[(1, 14), (2, 14), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (8, 14), (9, 14), (10, 14), (11, 14), (12, 14)]",[],[],CORRECT
GZ-MEL-078,መልክዐ አቡነ መድኃኒነ እግዚእ በግእዝ,መድኃኒነ እግዚእ,"[(5, 3)]","[(1, 3), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]",[],"[(1, 3), (2, 3), (3, 3), (4, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]",MISMATCH
GZ-MEL-085,መልክዐ አቡነ ሳሙኤል ዘዋልድባ በግእዝ,ሳሙኤል ዘዋልድባ,"[(1, 12), (2, 12), (3, 12), (4, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]",[],"[(5, 12)]",MISMATCH
GZ-MEL-086,መልክዐ አቡነ ሳሙኤል ዘዋልድባ ካልዕ በግእዝ,ሳሙኤል ዘዋልድባ,"[(1, 12), (2, 12), (3, 12), (4, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]",[],"[(5, 12)]",MISMATCH
GZ-MEL-092,መልክዐ አቡነ ተክለ ሃይማኖት በግእዝ,ተክለ ሃይማኖት,"[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 22), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]",[],"[(8, 22), (9, 12)]",MISMATCH
GZ-MEL-095,መልክዐ አቡነ አቢብ በግእዝ,አቢብ,"[(1, 25), (2, 25), (3, 25), (4, 25), (5, 25), (7, 25), (8, 15), (9, 25), (11, 25), (12, 25)]","[(1, 25), (2, 25), (3, 25), (4, 25), (5, 25), (6, 25), (7, 25), (8, 15), (8, 25), (9, 25), (10, 25), (11, 25), (12, 25)]",[],"[(6, 25), (8, 25), (10, 25)]",MISMATCH
GZ-MEL-098,መልክዐ አቡነ አብርሃም በግእዝ,አብርሃም,"[(12, 28)]","[(11, 7), (12, 28)]",[],"[(11, 7)]",MISMATCH
GZ-MEL-099,መልክዐ አቡነ አብሳዲ ዘደብረ ማርያም በግእዝ,አብሳዲ ዘደብረ ማርያም,"[(1, 30)]","[(1, 30)]",[],[],CORRECT
GZ-MEL-105,መልክዐ አቡነ ዘርዐ ቡሩክ በግእዝ,ዘርዐ ቡሩክ,"[(1, 13), (2, 13), (3, 13), (6, 13), (7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13)]","[(1, 13), (2, 13), (3, 13), (4, 13), (5, 13), (6, 13), (7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13)]",[],"[(4, 13), (5, 13)]",MISMATCH
GZ-MEL-106,መልክዐ አቡነ ዜና ማርቆስ በግእዝ,ዜና ማርቆስ,"[(1, 3), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]","[(1, 3), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]",[],[],CORRECT
GZ-MEL-109,መልክዐ አቡነ ዮሐንስ ከማ በግእዝ,ዮሐንስ ከማ,"[(4, 25)]","[(4, 25)]",[],[],CORRECT
GZ-MEL-122,መልክዐ አባ ኖብ ሰማዕት በግእዝ,ኖብ,"[(10, 23), (11, 24)]","[(1, 18), (3, 7), (6, 5), (7, 9), (10, 19), (10, 23), (11, 24)]",[],"[(1, 18), (3, 7), (6, 5), (7, 9), (10, 19)]",MISMATCH
GZ-MEL-124,መልክዐ አብርሃም ይሥሐቅ ወያዕቆብ በግእዝ,አብርሃም,"[(12, 28)]","[(1, 28), (2, 28), (3, 28), (4, 28), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 24), (12, 28)]",[],"[(1, 28), (2, 28), (3, 28), (4, 28), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 24)]",MISMATCH
GZ-MEL-133,መልክዐ ኢያቄም በግእዝ,ኢያቄም,"[(8, 7)]","[(1, 1), (1, 3), (1, 7), (1, 11), (1, 12), (2, 1), (2, 3), (2, 11), (3, 1), (3, 3), (3, 11), (4, 1), (4, 3), (4, 11), (4, 13), (5, 1), (5, 3), (5, 11), (6, 1), (6, 3), (6, 11), (7, 1), (7, 3), (7, 11), (8, 1), (8, 3), (8, 7), (8, 11), (9, 1), (9, 3), (9, 11), (10, 1), (10, 3), (10, 11), (11, 1), (11, 3), (11, 11), (12, 1), (12, 3), (12, 7), (12, 11)]",[],"[(1, 1), (1, 3), (1, 7), (1, 11), (1, 12), (2, 1), (2, 3), (2, 11), (3, 1), (3, 3), (3, 11), (4, 1), (4, 3), (4, 11), (4, 13), (5, 1), (5, 3), (5, 11), (6, 1), (6, 3), (6, 11), (7, 1), (7, 3), (7, 11), (8, 1), (8, 3), (8, 11), (9, 1), (9, 3), (9, 11), (10, 1), (10, 3), (10, 11), (11, 1), (11, 3), (11, 11), (12, 1), (12, 3), (12, 7), (12, 11)]",MISMATCH
GZ-MEL-136,መልክዐ እስትንፋሰ ክርስቶስ በግእዝ,እስትንፋሰ ክርስቶስ,"[(1, 9), (2, 9), (3, 9), (4, 9), (5, 9), (7, 9), (9, 9), (10, 9), (11, 9), (12, 9)]","[(1, 9), (2, 9), (3, 9), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9), (9, 9), (10, 9), (11, 9), (12, 9)]",[],"[(6, 9), (8, 9)]",MISMATCH
GZ-MEL-137,መልክዐ እንድርያስ ሐዋርያ በግእዝ,እንድርያስ,"[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]","[(1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 30), (12, 4), (12, 30)]",[],"[(6, 4)]",MISMATCH
GZ-MEL-139,መልክዐ እግዚአብሔር አብ በግእዝ,እግዚአብሔር አብ,"[(1, 13), (2, 13), (3, 13), (4, 13), (5, 13), (6, 13), (7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13)]","[(1, 13), (2, 13), (3, 13), (4, 13), (5, 13), (6, 13), (7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13)]",[],[],CORRECT
GZ-MEL-140,መልክዐ እግዚአብሔር አብ ካልዕ በግእዝ,እግዚአብሔር አብ,"[(1, 13), (2, 13), (3, 13), (4, 13), (5, 13), (6, 13), (7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13)]","[(1, 13), (2, 13), (3, 13), (4, 13), (5, 13), (6, 13), (7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13)]",[],[],CORRECT
GZ-MEL-141,መልክዐ ኪዳነ ምሕረት በግእዝ,ኪዳነ ምሕረት,"[(1, 16), (2, 16), (3, 16), (4, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (11, 16), (12, 16)]","[(1, 16), (2, 16), (3, 16), (4, 16), (5, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (11, 16), (12, 16)]",[],"[(5, 16)]",MISMATCH
GZ-MEL-145,መልክዐ ዓቢየ እግዚእ በግእዝ,ዓቢየ እግዚእ,"[(1, 19), (2, 19), (3, 19), (4, 19), (6, 19), (7, 19), (8, 19), (10, 19), (11, 19), (12, 19)]","[(1, 19), (2, 19), (3, 19), (4, 19), (5, 19), (6, 19), (7, 19), (8, 19), (9, 19), (10, 19), (11, 19), (12, 10), (12, 13), (12, 19)]",[],"[(5, 19), (9, 19), (12, 10), (12, 13)]",MISMATCH
GZ-MEL-149,መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ,ዮሐንስ ወልደ ነጎድጓድ,"[(6, 4)]","[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)]",[],"[(1, 4), (1, 29), (2, 4), (3, 4), (4, 4), (5, 4), (7, 4), (8, 4), (9, 4), (9, 16), (10, 4), (11, 4), (11, 27), (12, 4)]",MISMATCH
GZ-MEL-151,መልክዐ ገብረ መንፈስ ቅዱስ በግእዝ,ገብረ መንፈስ ቅዱስ,"[(1, 5), (2, 5), (3, 5), (4, 5), (4, 29), (5, 5), (6, 5), (7, 29), (9, 5), (11, 5), (12, 5)]","[(1, 5), (2, 5), (3, 5), (4, 5), (4, 29), (5, 5), (6, 5), (7, 5), (7, 29), (8, 5), (9, 5), (10, 5), (11, 5), (12, 5)]",[],"[(7, 5), (8, 5), (10, 5)]",MISMATCH
GZ-MEL-152,መልክዐ ገብረ መንፈስ ቅዱስ ካልዕ በግእዝ,ገብረ መንፈስ ቅዱስ,"[(1, 5), (2, 5), (3, 5), (4, 5), (4, 29), (5, 5), (6, 5), (7, 29), (9, 5), (11, 5), (12, 5)]","[(1, 5), (2, 5), (3, 5), (4, 5), (4, 29), (5, 5), (6, 5), (7, 5), (7, 29), (8, 5), (9, 5), (10, 5), (11, 5), (12, 5)]",[],"[(7, 5), (8, 5), (10, 5)]",MISMATCH
GZ-MEL-159,መልክዐ ጸበለ ማርያም ቅድስት በግእዝ,ጸበለ ማርያም,"[(2, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]",[],"[(1, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]",MISMATCH
GZ-MEL-164,መልክዐ ፬ቱ እንስሳ በግእዝ,፬ቱ እንስሳ,"[(3, 8), (4, 8)]","[(1, 8), (2, 8), (3, 8), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8)]",[],"[(1, 8), (2, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8)]",MISMATCH
GZ-TSE-007,ጸሎቱ ለጴጥሮስ በግእዝ,ጴጥሮስ,"[(6, 9)]","[(1, 5), (2, 5), (3, 5), (4, 1), (4, 5), (5, 5), (6, 5), (6, 9), (7, 5), (8, 5), (9, 5), (10, 5), (10, 21), (11, 5), (12, 5), (12, 7)]",[],"[(1, 5), (2, 5), (3, 5), (4, 1), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 21), (11, 5), (12, 5), (12, 7)]",MISMATCH
AM-GDL-002,ገድለ ማርያም እንተ ዕፍረት በአማርኛ,ማርያም እንተ ዕፍረት,"[(2, 1), (6, 6)]","[(2, 1), (6, 6)]",[],[],CORRECT
AM-GDL-003,ገድለ ማርያም መግደላዊት በአማርኛ,ማርያም መግደላዊት,"[(7, 29), (12, 6)]","[(7, 29), (12, 6)]",[],[],CORRECT
AM-GDL-004,ገድለ ተክለ ሃይማኖት በአማርኛ,ተክለ ሃይማኖት,"[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 24), (10, 24), (11, 24), (12, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 22), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]",[],"[(8, 22), (9, 12)]",MISMATCH
AM-DRS-001,የቅዱስ ኢያቄምና- የቅድስት ሐና ድርሳን በአማርኛ,ኢያቄም,"[(8, 7)]","[(1, 1), (1, 3), (1, 7), (1, 11), (1, 12), (2, 1), (2, 3), (2, 11), (3, 1), (3, 3), (3, 11), (4, 1), (4, 3), (4, 11), (4, 13), (5, 1), (5, 3), (5, 11), (6, 1), (6, 3), (6, 11), (7, 1), (7, 3), (7, 11), (8, 1), (8, 3), (8, 7), (8, 11), (9, 1), (9, 3), (9, 11), (10, 1), (10, 3), (10, 11), (11, 1), (11, 3), (11, 11), (12, 1), (12, 3), (12, 7), (12, 11)]",[],"[(1, 1), (1, 3), (1, 7), (1, 11), (1, 12), (2, 1), (2, 3), (2, 11), (3, 1), (3, 3), (3, 11), (4, 1), (4, 3), (4, 11), (4, 13), (5, 1), (5, 3), (5, 11), (6, 1), (6, 3), (6, 11), (7, 1), (7, 3), (7, 11), (8, 1), (8, 3), (8, 11), (9, 1), (9, 3), (9, 11), (10, 1), (10, 3), (10, 11), (11, 1), (11, 3), (11, 11), (12, 1), (12, 3), (12, 7), (12, 11)]",MISMATCH
AM-GDL-006,የአባ በግዑ ገድል በአማርኛ,በግዑ,"[(4, 27)]","[(4, 27)]",[],[],CORRECT
GZ-DRS-005,ድርሳነ መድኃኔ ዓለም በግእዝ,መድኃኔ ዓለም,"[(12, 27)]","[(1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)]",[],"[(1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27)]",MISMATCH
